metric_id,name,description,baseUnit,statistic,value,tags
102635,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.474,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102635,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102688,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,118.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102688,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.474,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102688,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102741,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,118.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102741,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.474,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102741,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102794,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,118.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102794,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.474,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102794,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102847,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,118.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102847,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.474,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102847,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102900,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102900,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102900,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.001,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102953,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102953,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
102953,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103006,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103006,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103006,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103059,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103059,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103059,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103112,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103112,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103112,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103165,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103165,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103165,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103218,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103218,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103218,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103271,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103271,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103271,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103324,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103324,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103324,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103377,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103377,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103377,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103430,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103430,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103430,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103483,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103483,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103483,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103536,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103536,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103536,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103589,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103589,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103589,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103642,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103642,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103642,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103695,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,119.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103695,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.475,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103695,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103748,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103748,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103748,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103801,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103801,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103801,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103854,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103854,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103854,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103907,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103907,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103907,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103960,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103960,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
103960,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104013,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104013,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104013,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104066,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104066,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104066,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104119,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104119,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104119,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104172,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104172,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104172,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104225,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104225,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104225,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104278,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104278,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104278,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104331,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104331,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104331,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104384,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104384,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104384,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104437,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,120.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104437,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.476,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104437,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104490,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104490,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104490,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104543,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104543,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104543,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104596,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104596,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104596,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104649,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104649,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104649,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104702,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104702,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104702,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104755,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104755,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104755,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104808,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104808,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104808,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104861,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104861,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104861,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104914,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104914,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104914,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104967,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104967,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
104967,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105020,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105020,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105020,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105073,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105073,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105073,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105126,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105126,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105126,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105179,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105179,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105179,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105232,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,121.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105232,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.478,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105232,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105285,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,122.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105285,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.485,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105285,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.007,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105338,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,122.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105338,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.485,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105338,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105391,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,122.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105391,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.485,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105391,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105444,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,122.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105444,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.485,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105444,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105497,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105497,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105497,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105550,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105550,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105550,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105603,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105603,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105603,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105656,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105656,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105656,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105709,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105709,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105709,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105762,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105762,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105762,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105815,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105815,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105815,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105868,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105868,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105868,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105921,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105921,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105921,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105974,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,1.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
105974,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.039,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
