metric_id,name,description,baseUnit,statistic,value,tags
36580,http.server.requests,,seconds,MAX,0.000907852,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36633,http.server.requests,,seconds,COUNT,51403.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36633,http.server.requests,,seconds,TOTAL_TIME,22.35420949,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36633,http.server.requests,,seconds,MAX,0.000892237,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36686,http.server.requests,,seconds,COUNT,51502.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36686,http.server.requests,,seconds,TOTAL_TIME,22.390659289,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36686,http.server.requests,,seconds,MAX,0.000825108,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36739,http.server.requests,,seconds,COUNT,51601.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36739,http.server.requests,,seconds,TOTAL_TIME,22.428843915999998,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36739,http.server.requests,,seconds,MAX,0.000959487,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36792,http.server.requests,,seconds,COUNT,51700.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36792,http.server.requests,,seconds,TOTAL_TIME,22.465701621999997,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36792,http.server.requests,,seconds,MAX,0.000635328,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36845,http.server.requests,,seconds,COUNT,51799.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36845,http.server.requests,,seconds,TOTAL_TIME,22.502513966000002,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36845,http.server.requests,,seconds,MAX,0.001888154,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36898,http.server.requests,,seconds,COUNT,51898.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36898,http.server.requests,,seconds,TOTAL_TIME,22.536499736,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36898,http.server.requests,,seconds,MAX,0.000716515,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36951,http.server.requests,,seconds,COUNT,51997.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36951,http.server.requests,,seconds,TOTAL_TIME,22.568953309999998,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
36951,http.server.requests,,seconds,MAX,0.000520898,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37004,http.server.requests,,seconds,COUNT,52096.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37004,http.server.requests,,seconds,TOTAL_TIME,22.602246163,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37004,http.server.requests,,seconds,MAX,0.000447288,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37057,http.server.requests,,seconds,COUNT,52194.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37057,http.server.requests,,seconds,TOTAL_TIME,22.636201852,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37057,http.server.requests,,seconds,MAX,0.000434794,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37110,http.server.requests,,seconds,COUNT,52293.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37110,http.server.requests,,seconds,TOTAL_TIME,22.67190892,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37110,http.server.requests,,seconds,MAX,0.000894156,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37163,http.server.requests,,seconds,COUNT,52392.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37163,http.server.requests,,seconds,TOTAL_TIME,22.708165092,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37163,http.server.requests,,seconds,MAX,0.000490521,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37216,http.server.requests,,seconds,COUNT,52491.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37216,http.server.requests,,seconds,TOTAL_TIME,22.745352871999998,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37216,http.server.requests,,seconds,MAX,0.000868854,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37269,http.server.requests,,seconds,COUNT,52590.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37269,http.server.requests,,seconds,TOTAL_TIME,22.778139204,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37269,http.server.requests,,seconds,MAX,0.000626119,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37322,http.server.requests,,seconds,COUNT,52688.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37322,http.server.requests,,seconds,TOTAL_TIME,22.813893045999997,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37322,http.server.requests,,seconds,MAX,0.000844165,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37375,http.server.requests,,seconds,COUNT,52787.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37375,http.server.requests,,seconds,TOTAL_TIME,22.847642897,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37375,http.server.requests,,seconds,MAX,0.000554606,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37428,http.server.requests,,seconds,COUNT,52886.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37428,http.server.requests,,seconds,TOTAL_TIME,22.884842280999997,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37428,http.server.requests,,seconds,MAX,0.000684534,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37481,http.server.requests,,seconds,COUNT,52985.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37481,http.server.requests,,seconds,TOTAL_TIME,22.920318046,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37481,http.server.requests,,seconds,MAX,0.000877733,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37534,http.server.requests,,seconds,COUNT,53084.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37534,http.server.requests,,seconds,TOTAL_TIME,22.960127056,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37534,http.server.requests,,seconds,MAX,0.000978544,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37587,http.server.requests,,seconds,COUNT,53183.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37587,http.server.requests,,seconds,TOTAL_TIME,22.995533817000002,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37587,http.server.requests,,seconds,MAX,0.000851005,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37640,http.server.requests,,seconds,COUNT,53282.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37640,http.server.requests,,seconds,TOTAL_TIME,23.031037178000002,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37640,http.server.requests,,seconds,MAX,0.000790099,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37693,http.server.requests,,seconds,COUNT,53381.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37693,http.server.requests,,seconds,TOTAL_TIME,23.062939571,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37693,http.server.requests,,seconds,MAX,0.000668014,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37746,http.server.requests,,seconds,COUNT,53480.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37746,http.server.requests,,seconds,TOTAL_TIME,23.095602907,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37746,http.server.requests,,seconds,MAX,0.000495159,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37799,http.server.requests,,seconds,COUNT,53579.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37799,http.server.requests,,seconds,TOTAL_TIME,23.132011079,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37799,http.server.requests,,seconds,MAX,0.001044528,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37852,http.server.requests,,seconds,COUNT,53678.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37852,http.server.requests,,seconds,TOTAL_TIME,23.167242205999997,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37852,http.server.requests,,seconds,MAX,0.00073586,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37905,http.server.requests,,seconds,COUNT,53777.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37905,http.server.requests,,seconds,TOTAL_TIME,23.199243199,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37905,http.server.requests,,seconds,MAX,0.000662169,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37958,http.server.requests,,seconds,COUNT,53876.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37958,http.server.requests,,seconds,TOTAL_TIME,23.237426541,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
37958,http.server.requests,,seconds,MAX,0.000898469,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38011,http.server.requests,,seconds,COUNT,53975.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38011,http.server.requests,,seconds,TOTAL_TIME,23.281248706,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38011,http.server.requests,,seconds,MAX,0.000718082,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38064,http.server.requests,,seconds,COUNT,54074.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38064,http.server.requests,,seconds,TOTAL_TIME,23.319842604,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38064,http.server.requests,,seconds,MAX,0.00069874,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38117,http.server.requests,,seconds,COUNT,54173.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38117,http.server.requests,,seconds,TOTAL_TIME,23.354950404,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38117,http.server.requests,,seconds,MAX,0.001087104,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38170,http.server.requests,,seconds,COUNT,54272.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38170,http.server.requests,,seconds,TOTAL_TIME,23.389782902,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38170,http.server.requests,,seconds,MAX,0.000753952,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38223,http.server.requests,,seconds,COUNT,54371.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38223,http.server.requests,,seconds,TOTAL_TIME,23.426190816000002,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38223,http.server.requests,,seconds,MAX,0.000666527,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38276,http.server.requests,,seconds,COUNT,54470.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38276,http.server.requests,,seconds,TOTAL_TIME,23.462305803,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38276,http.server.requests,,seconds,MAX,0.000740436,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38329,http.server.requests,,seconds,COUNT,54569.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38329,http.server.requests,,seconds,TOTAL_TIME,23.497756883,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38329,http.server.requests,,seconds,MAX,0.000717754,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38382,http.server.requests,,seconds,COUNT,54668.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38382,http.server.requests,,seconds,TOTAL_TIME,23.533437704,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38382,http.server.requests,,seconds,MAX,0.000748385,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38435,http.server.requests,,seconds,COUNT,54766.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38435,http.server.requests,,seconds,TOTAL_TIME,23.572822339,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38435,http.server.requests,,seconds,MAX,0.0007946,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38541,http.server.requests,,seconds,COUNT,54964.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38541,http.server.requests,,seconds,TOTAL_TIME,23.636605172,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38541,http.server.requests,,seconds,MAX,0.000762465,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38594,http.server.requests,,seconds,COUNT,55063.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38594,http.server.requests,,seconds,TOTAL_TIME,23.67293951,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38594,http.server.requests,,seconds,MAX,0.001163636,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38647,http.server.requests,,seconds,COUNT,55162.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38647,http.server.requests,,seconds,TOTAL_TIME,23.707540594,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38647,http.server.requests,,seconds,MAX,0.000723563,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38700,http.server.requests,,seconds,COUNT,55261.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38700,http.server.requests,,seconds,TOTAL_TIME,23.741928645999998,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38700,http.server.requests,,seconds,MAX,0.000709743,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38753,http.server.requests,,seconds,COUNT,55360.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38753,http.server.requests,,seconds,TOTAL_TIME,23.777385613,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38753,http.server.requests,,seconds,MAX,0.000635794,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38806,http.server.requests,,seconds,COUNT,55459.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38806,http.server.requests,,seconds,TOTAL_TIME,23.813125913999997,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38806,http.server.requests,,seconds,MAX,0.001119328,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38859,http.server.requests,,seconds,COUNT,55558.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38859,http.server.requests,,seconds,TOTAL_TIME,23.846732913,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38859,http.server.requests,,seconds,MAX,0.000448927,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38912,http.server.requests,,seconds,COUNT,55657.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38912,http.server.requests,,seconds,TOTAL_TIME,23.880543793,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38912,http.server.requests,,seconds,MAX,0.000758513,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38965,http.server.requests,,seconds,COUNT,55756.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38965,http.server.requests,,seconds,TOTAL_TIME,23.913369172000003,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
38965,http.server.requests,,seconds,MAX,0.000719337,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
39018,http.server.requests,,seconds,COUNT,55855.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
